260
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|4|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|3|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|5|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|5|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
5|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|4|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
3|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
-1|100|0|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|4|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|3|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|5|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|5|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
5|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|4|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
3|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
-1|100|0|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|4|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|3|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|5|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|5|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
5|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|4|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
3|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
-1|100|0|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|4|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|3|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|5|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
0|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|5|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|7|100|-1|100|-1|100|-1|100|
-1|100|-1|100|-1|100|0|100|-1|100|-1|100|
5|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|4|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
3|100|-1|100|-1|100|-1|100|-1|100|-1|100|
-1|100|2|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
-1|100|0|100|-1|100|-1|100|-1|100|-1|100|
-1|100|-1|100|0|100|-1|100|-1|100|-1|100|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
-1|0|-1|0|-1|0|-1|0|-1|0|-1|0|
